tweet_id,favorites,retweet_count
731285275100512256,3442,980
731156023742988288,3787,1249
730924654643314689,6064,1948
730573383004487680,4827,2102
730427201120833536,3440,1031
730211855403241472,3767,1044
730196704625098752,4773,1871
729854734790754305,3971,1108
729838605770891264,1699,379
729823566028484608,3921,1230
729463711119904772,5712,2285
729113531270991872,1851,319
728986383096946689,3096,810
728760639972315136,4609,1675
728751179681943552,2721,668
728653952833728512,3264,1019
728409960103686147,4838,1970
728387165835677696,3646,946
728046963732717569,4237,1181
728035342121635841,4505,1644
728015554473250816,4054,1089
727685679342333952,2923,634
727644517743104000,5797,1720
727524757080539137,4409,1202
727314416056803329,3287,728
727286334147182592,3005,798
727175381690781696,3861,1363
727155742655025152,3570,1309
726935089318363137,6768,2409
726887082820554753,3786,1504
726828223124897792,3510,990
726224900189511680,4363,1123
725842289046749185,6976,2631
725786712245440512,4109,1351
725729321944506368,5130,1756
725458796924002305,1392,608
724983749226668032,3677,1289
724771698126512129,2315,625
724405726123311104,5203,1625
724049859469295616,4263,1749
724046343203856385,2620,546
724004602748780546,4111,1524
723912936180330496,3830,1217
723688335806480385,7565,2891
723673163800948736,2966,873
723179728551723008,5229,1834
722974582966214656,4044,1539
722613351520608256,4892,1612
721503162398597120,4551,1811
721001180231503872,2493,601
720785406564900865,3073,755
720775346191278080,2424,653
720415127506415616,4066,1476
720389942216527872,6275,2465
720340705894408192,2821,964
720059472081784833,3802,1108
720043174954147842,4839,1972
719991154352222208,4771,1716
719704490224398336,4470,1405
719551379208073216,4964,1873
719367763014393856,2757,729
719339463458033665,4369,1210
719332531645071360,3381,932
718971898235854848,3431,1058
718939241951195136,5171,1731
718631497683582976,18597,7912
718613305783398402,2402,475
718540630683709445,2416,1000
718460005985447936,2653,515
718454725339934721,4787,1490
718246886998687744,1880,493
718234618122661888,3807,978
717841801130979328,2419,595
717790033953034240,2838,1091
717537687239008257,5698,1826
717428917016076293,1592,440
717421804990701568,3115,828
717047459982213120,6199,1899
717009362452090881,3197,947
716802964044845056,4225,1152
716791146589110272,8044,1554
716730379797970944,1214,419
716447146686459905,12873,5775
716439118184652801,2343,205
716285507865542656,2728,1039
716080869887381504,6662,1868
715928423106027520,3143,863
715758151270801409,3664,1412
715733265223708672,4587,1662
715704790270025728,2750,558
715696743237730304,3852,1270
715680795826982913,4244,1591
715360349751484417,5392,1537
715342466308784130,2998,684
715220193576927233,2388,639
715200624753819648,5066,1853
715009755312439296,4092,1210
714982300363173890,3682,1015
714962719905021952,7245,4193
714957620017307648,4068,1391
714631576617938945,3228,981
714606013974974464,3582,912
714485234495041536,2647,1110
714258258790387713,2987,712
714251586676113411,3229,823
714214115368108032,2234,856
714141408463036416,4265,1375
713919462244790272,3247,780
713909862279876608,1865,530
713900603437621249,2797,732
713761197720473600,4791,1352
713411074226274305,4381,1281
713177543487135744,7124,2791
713175907180089344,4397,1454
712809025985978368,18800,6627
712717840512598017,12175,4905
712668654853337088,4125,1198
712438159032893441,5242,1541
712309440758808576,241,25
712097430750289920,3725,1016
712092745624633345,2903,874
712085617388212225,3228,479
712065007010385924,2235,611
711998809858043904,0,125
711968124745228288,7948,2266
711743778164514816,2800,973
711732680602345472,8721,4050
711694788429553666,32424,18065
711652651650457602,3806,900
711363825979756544,3601,1116
711306686208872448,3254,725
711008018775851008,2956,602
710997087345876993,4510,1372
710844581445812225,2510,678
710833117892898816,2652,524
710658690886586372,2277,552
710609963652087808,4736,2340
710588934686908417,4477,1838
710296729921429505,2349,727
710283270106132480,2123,516
710272297844797440,4474,1233
710269109699739648,2361,1102
710153181850935296,2863,877
710140971284037632,2716,868
710117014656950272,5416,1965
709918798883774466,3445,1073
709901256215666688,655,99
709852847387627521,3472,1186
709566166965075968,3502,1187
709556954897764353,3247,1055
709519240576036864,1476,235
709449600415961088,2194,562
709409458133323776,2586,670
709225125749587968,2382,565
709207347839836162,12366,5707
709198395643068416,2404,636
709179584944730112,1976,663
709158332880297985,2010,410
709042156699303936,4674,1605
708853462201716736,1778,651
708845821941387268,2943,888
708834316713893888,1662,494
708810915978854401,16267,6827
708738143638450176,2719,798
708711088997666817,2502,708
708479650088034305,2511,670
708469915515297792,3061,802
708400866336894977,15775,9912
708356463048204288,3532,1298
708349470027751425,2313,726
708149363256774660,4228,1533
708130923141795840,3338,840
708119489313951744,2661,971
708109389455101952,1921,543
708026248782585858,4335,1903
707995814724026368,3092,1111
707983188426153984,50,2
707969809498152960,2673,954
707776935007539200,3242,944
707741517457260545,2457,607
707738799544082433,4029,2427
707693576495472641,3356,980
707629649552134146,2543,859
707610948723478529,16770,6264
707420581654872064,2243,689
707411934438625280,2280,592
707387676719185920,3455,1267
707377100785885184,3239,1078
707315916783140866,2442,632
707297311098011648,2740,775
707059547140169728,2562,663
707038192327901184,2159,778
707021089608753152,4033,1340
707014260413456384,2288,590
706904523814649856,14407,7758
706901761596989440,2031,585
706681918348251136,3263,964
706644897839910912,2541,1075
706593038911545345,2126,626
706538006853918722,3441,1411
706516534877929472,3078,1023
706346369204748288,3407,913
706310011488698368,21056,7820
706291001778950144,1678,474
706265994973601792,2700,924
706169069255446529,3859,2182
706166467411222528,5102,1582
706153300320784384,1467,382
705975130514706432,3069,723
705970349788291072,3139,884
705898680587526145,2338,542
705786532653883392,1910,512
705591895322394625,3127,1136
705475953783398401,2921,896
705442520700944385,4376,1604
705428427625635840,3771,1662
705239209544720384,2972,743
705223444686888960,2558,788
705102439679201280,2117,512
705066031337840642,2160,615
704871453724954624,4226,1103
704859558691414016,2226,533
704847917308362754,5008,1506
704819833553219584,2612,972
704761120771465216,6566,2885
704499785726889984,2882,1003
704491224099647488,744,78
704480331685040129,3349,1057
704364645503647744,7897,3509
704347321748819968,1565,347
704134088924532736,1492,453
704113298707505153,1831,565
704054845121142784,2892,906
703774238772166656,1825,454
703769065844768768,3237,1131
703631701117943808,2550,675
703611486317502464,3799,1510
703425003149250560,3768,1352
703407252292673536,2415,688
703382836347330562,3477,1130
703356393781329922,1896,382
703268521220972544,1956,545
703079050210877440,7305,3038
703041949650034688,26053,12323
702932127499816960,2551,717
702899151802126337,1594,448
702684942141153280,3193,1065
702671118226825216,2175,550
702598099714314240,12107,3389
702539513671897089,2857,947
702332542343577600,3143,1526
702321140488925184,3244,1029
702276748847800320,2436,759
702217446468493312,4714,1324
701981390485725185,3415,979
701952816642965504,3807,1012
701889187134500865,3501,1371
701805642395348998,3383,1654
701601587219795968,2072,445
701570477911896070,2781,915
701545186879471618,2630,604
701214700881756160,12067,5043
700890391244103680,2193,560
700864154249383937,2568,612
700847567345688576,2431,501
700796979434098688,2416,928
700747788515020802,22566,9190
700518061187723268,2579,786
700505138482569216,2263,561
700462010979500032,4084,1769
700167517596164096,2606,722
700151421916807169,2217,664
700143752053182464,7457,2681
700062718104104960,2623,684
700029284593901568,2051,581
700002074055016451,3278,1325
699801817392291840,3027,941
699788877217865730,2208,505
699779630832685056,2709,1219
699775878809702401,1938,598
699691744225525762,10172,4554
699446877801091073,5884,2584
699434518667751424,2141,509
699423671849451520,1342,321
699413908797464576,2056,622
699370870310113280,1869,436
699323444782047232,3117,854
699088579889332224,2220,625
699079609774645248,2423,647
699072405256409088,2943,1182
699060279947165696,3703,1776
699036661657767936,2579,1188
698989035503689728,3304,964
698953797952008193,2648,891
698907974262222848,2512,618
698710712454139905,2439,674
698703483621523456,1433,374
698635131305795584,1280,336
698549713696649216,2297,617
698355670425473025,1830,443
698342080612007937,2247,945
698262614669991936,4707,1974
698195409219559425,16591,5907
698178924120031232,2782,733
697995514407682048,1499,330
697990423684476929,3249,1284
697943111201378304,2363,668
697881462549430272,2977,1162
697630435728322560,1721,535
697616773278015490,3122,1000
697596423848730625,2981,1249
697575480820686848,2025,495
697516214579523584,2035,1101
697482927769255936,2389,663
697463031882764288,3383,1384
697270446429966336,4644,1853
697259378236399616,3267,992
697255105972801536,3006,1150
697242256848379904,2488,661
696900204696625153,3139,1008
696894894812565505,2324,674
696886256886657024,4806,1772
696877980375769088,2418,705
696754882863349760,1472,358
696744641916489729,2044,929
696713835009417216,2351,644
696518437233913856,3862,1693
696490539101908992,1201,140
696488710901260288,2490,1007
696405997980676096,3167,1144
696100768806522880,1911,645
695816827381944320,2987,1150
695794761660297217,3132,756
695767669421768709,1840,734
695629776980148225,4510,2067
695446424020918272,4348,1791
695409464418041856,8571,3528
695314793360662529,3592,1436
695095422348574720,2603,608
695074328191332352,2813,1082
695064344191721472,1585,584
695051054296211456,2635,783
694925794720792577,2669,909
694905863685980160,2721,928
694669722378485760,35432,14201
694356675654983680,1484,284
694352839993344000,2009,609
694342028726001664,1562,479
694329668942569472,1982,497
694206574471057408,4120,2011
694183373896572928,2927,917
694001791655137281,3369,1015
693993230313091072,1855,397
693942351086120961,1728,366
693647888581312512,2659,576
693644216740769793,1335,122
693642232151285760,2512,407
693629975228977152,2411,782
693622659251335168,1518,370
693590843962331137,4994,1933
693582294167244802,1630,242
693486665285931008,1756,628
693280720173801472,3311,1220
693267061318012928,2357,805
693262851218264065,2192,493
693231807727280129,2841,725
693155686491000832,7793,3173
693109034023534592,1695,602
693095443459342336,1833,453
692919143163629568,2651,742
692905862751522816,2402,856
692901601640583168,1743,595
692894228850999298,2239,787
692828166163931137,2836,874
692752401762250755,6752,3593
692568918515392513,4313,1516
692535307825213440,3131,1343
692530551048294401,1810,408
692423280028966913,1468,225
692417313023332352,9271,3422
692187005137076224,2505,809
692158366030913536,2129,779
692142790915014657,1630,388
692041934689402880,3380,1256
692017291282812928,2857,948
691820333922455552,3919,1637
691793053716221953,8051,4173
691756958957883396,2825,983
691675652215414786,1937,500
691483041324204033,2367,559
691459709405118465,4003,1125
691444869282295808,2620,842
691416866452082688,19115,7545
691321916024623104,2541,654
691096613310316544,2936,871
691090071332753408,1705,330
690989312272396288,5845,2835
690959652130045952,3545,1230
690938899477221376,4050,1926
690932576555528194,3248,1003
690735892932222976,3743,1252
690728923253055490,2157,509
690690673629138944,2304,810
690649993829576704,1289,276
690607260360429569,294,18
690597161306841088,1937,596
690400367696297985,1871,445
690374419777196032,3222,839
690360449368465409,2644,868
690348396616552449,1495,511
690248561355657216,1659,412
690021994562220032,2759,1018
690015576308211712,2464,725
690005060500217858,3625,1667
689999384604450816,1404,362
689993469801164801,1450,443
689977555533848577,1354,440
689905486972461056,2418,692
689877686181715968,3015,1149
689835978131935233,2154,740
689661964914655233,3191,922
689659372465688576,10275,3809
689623661272240129,2211,631
689599056876867584,11532,5451
689557536375177216,2025,451
689517482558820352,3365,1414
689289219123089408,2238,927
689283819090870273,3231,1088
689280876073582592,1962,699
689275259254616065,1134,242
689255633275777024,2527,1070
689154315265683456,3050,992
689143371370250240,2002,505
688916208532455424,2685,856
688908934925697024,2094,753
688898160958271489,2077,772
688894073864884227,2223,679
688828561667567616,1367,366
688804835492233216,956,191
688789766343622656,2201,654
688547210804498433,2568,688
688519176466644993,2298,717
688385280030670848,9187,4429
688211956440801280,2219,821
688179443353796608,2119,578
688116655151435777,2799,762
688064179421470721,1715,357
687841446767013888,5397,2473
687826841265172480,2716,1108
687818504314159109,2454,935
687807801670897665,2374,710
687732144991551489,1741,658
687704180304273409,2412,832
687664829264453632,1921,504
687494652870668288,1880,568
687480748861947905,1584,235
687476254459715584,1967,525
687460506001633280,2041,540
687399393394311168,1872,610
687317306314240000,19940,9075
687312378585812992,4317,1874
687127927494963200,5379,2241
687124485711986689,2151,499
687109925361856513,5736,2428
687102708889812993,2321,966
687096057537363968,2215,599
686947101016735744,8546,3153
686760001961103360,3483,1364
686749460672679938,3438,1439
686730991906516992,4095,1187
686683045143953408,2793,789
686618349602762752,3672,1350
686606069955735556,1870,538
686394059078897668,1722,682
686386521809772549,3225,869
686377065986265092,2183,557
686358356425093120,2163,661
686286779679375361,3962,1645
686050296934563840,2194,722
686035780142297088,1139,115
686034024800862208,3055,1129
686007916130873345,2458,405
686003207160610816,1809,616
685973236358713344,2079,516
685943807276412928,1615,585
685906723014619143,7429,2843
685681090388975616,2010,123
685667379192414208,2339,559
685663452032069632,3198,1436
685641971164143616,2913,770
685547936038666240,32601,15422
685532292383666176,3006,1144
685325112850124800,9355,3921
685321586178670592,2623,627
685315239903100929,3277,1029
685307451701334016,2050,438
685268753634967552,3064,1186
685198997565345792,2321,661
685169283572338688,4064,1411
684969860808454144,2363,363
684959798585110529,6758,3083
684940049151070208,3183,1036
684926975086034944,3459,456
684914660081053696,3481,1433
684902183876321280,1853,521
684880619965411328,2066,799
684830982659280897,34675,21405
684800227459624960,2710,989
684594889858887680,8810,3459
684588130326986752,4075,1390
684567543613382656,2985,1196
684538444857667585,2620,938
684481074559381504,3850,1157
684460069371654144,1956,556
684241637099323392,8044,3239
684225744407494656,1214,206
684222868335505415,3774,1352
684200372118904832,2128,1021
684195085588783105,1884,504
684188786104872960,3459,1159
684177701129875456,1992,657
684147889187209216,2953,1495
684122891630342144,1984,463
684097758874210310,4072,1413
683857920510050305,3766,1111
683852578183077888,1917,340
683849932751646720,2582,952
683834909291606017,2598,1096
683828599284170753,2766,1054
683773439333797890,3313,1331
683742671509258241,6403,3255
683515932363329536,7255,2849
683498322573824003,3142,951
683481228088049664,2629,987
683462770029932544,2402,664
683449695444799489,3846,1582
683391852557561860,7558,2372
683357973142474752,2873,904
683142553609318400,2840,1030
683111407806746624,3368,897
683098815881154561,2142,649
683078886620553216,1969,555
683030066213818368,2143,729
682962037429899265,36415,16335
682808988178739200,1761,167
682788441537560576,2450,1094
682750546109968385,1504,429
682697186228989953,1306,355
682662431982772225,3028,1066
682638830361513985,2057,590
682429480204398592,3401,1139
682406705142087680,7471,1744
682393905736888321,2211,658
682389078323662849,1639,452
682303737705140231,3021,960
682259524040966145,4083,1184
682242692827447297,3211,1146
682088079302213632,18036,9727
682059653698686977,4881,1657
682047327939461121,3158,922
682032003584274432,6503,1976
682003177596559360,3090,1502
681981167097122816,2780,1019
681891461017812993,2442,804
681694085539872773,12662,4008
681679526984871937,1751,433
681654059175129088,2613,914
681610798867845120,1880,459
681579835668455424,3513,1282
681523177663676416,14133,5683
681340665377193984,1628,275
681339448655802368,9176,4032
681320187870711809,2615,729
681302363064414209,3893,1793
681297372102656000,3175,941
681281657291280384,3196,1087
681261549936340994,1441,267
681242418453299201,1469,523
681231109724700672,2380,478
681193455364796417,3655,1460
680970795137544192,2396,646
680959110691590145,4535,1979
680940246314430465,3168,1037
680934982542561280,2065,428
680913438424612864,2376,612
680889648562991104,1743,358
680836378243002368,3420,1299
680805554198020098,2133,656
680801747103793152,2353,808
680798457301471234,2816,1015
680609293079592961,2598,689
680583894916304897,3578,1314
680497766108381184,4186,1880
680494726643068929,1697,479
680473011644985345,2513,734
680440374763077632,1425,494
680221482581123072,1450,290
680206703334408192,2796,1148
680191257256136705,2115,492
680176173301628928,3842,1527
680161097740095489,2295,723
680145970311643136,3561,1710
680130881361686529,2258,927
680115823365742593,2679,891
680100725817409536,3523,1349
680085611152338944,12653,8845
680070545539371008,2550,847
679877062409191424,1961,641
679872969355714560,2157,652
679862121895714818,2420,605
679854723806179328,2809,1205
679844490799091713,2336,748
679828447187857408,35759,13778
679777920601223168,3053,1082
679736210798047232,2067,778
679729593985699840,2138,809
679722016581222400,1639,459
679530280114372609,4724,2048
679527802031484928,2603,710
679511351870550016,3310,1243
679503373272485890,3126,1441
679475951516934144,2065,626
679462823135686656,31080,18436
679405845277462528,2335,1182
679158373988876288,20932,7882
679148763231985668,2732,1008
679132435750195208,2928,1133
679111216690831360,5865,2533
679062614270468097,16669,7910
679047485189439488,2209,650
679001094530465792,2782,1197
678991772295516161,2262,1132
678969228704284672,1617,447
678800283649069056,2521,877
678798276842360832,3400,1136
678774928607469569,2760,883
678767140346941444,3466,1328
678764513869611008,1603,464
678755239630127104,6973,3207
678740035362037760,3691,1641
678708137298427904,5500,2375
678675843183484930,2806,1426
678643457146150913,2010,396
678446151570427904,3926,1507
678424312106393600,5371,2484
678410210315247616,4134,1765
678399652199309312,77832,31053
678396796259975168,1564,405
678389028614488064,1832,413
678380236862578688,2390,889
678341075375947776,1700,525
678334497360859136,1284,248
678278586130948096,11223,5955
678255464182861824,1560,357
678023323247357953,1873,374
678021115718029313,13350,6187
677961670166224897,3349,1645
677918531514703872,1315,397
677895101218201600,4728,2019
677716515794329600,2992,958
677700003327029250,3318,1413
677698403548192770,1206,311
677687604918272002,2438,827
677673981332312066,3267,1462
677662372920729601,1910,929
677644091929329666,1817,779
677573743309385728,2085,685
677565715327688705,1274,452
677557565589463040,2393,1122
677547928504967168,6798,3591
677530072887205888,1041,222
677335745548390400,2976,1728
677334615166730240,1315,278
677331501395156992,1062,231
677328882937298944,3563,1463
677314812125323265,1607,520
677301033169788928,1206,391
677269281705472000,1933,689
677228873407442944,3466,1595
677187300187611136,2680,894
676975532580409345,2709,1040
676957860086095872,2187,794
676949632774234114,1272,384
676948236477857792,2109,843
676946864479084545,1692,359
676942428000112642,2021,730
676936541936185344,12410,4792
676916996760600576,2911,1765
676897532954456065,2195,707
676864501615042560,2046,689
676821958043033607,22364,15134
676819651066732545,1776,647
676811746707918848,1389,412
676776431406465024,4878,1970
676617503762681856,2816,931
676613908052996102,1053,195
676606785097199616,1842,419
676603393314578432,1134,373
676593408224403456,4441,2100
676590572941893632,894,118
676588346097852417,2253,758
676582956622721024,1160,266
676575501977128964,2513,1085
676533798876651520,1826,537
676496375194980353,1479,518
676470639084101634,11301,4532
676440007570247681,1676,642
676430933382295552,1360,333
676263575653122048,2028,526
676237365392908289,1175,279
676219687039057920,74387,30118
676215927814406144,1687,556
676191832485810177,2220,1001
676146341966438401,1868,641
676121918416756736,2103,1125
676101918813499392,2748,1132
676098748976615425,2915,1374
676089483918516224,1274,425
675898130735476737,1564,555
675891555769696257,2062,826
675888385639251968,2307,927
675878199931371520,4063,1357
675870721063669760,1575,547
675853064436391936,2610,1249
675849018447167488,915,138
675845657354215424,2205,850
675822767435051008,1476,519
675820929667219457,1016,228
675798442703122432,9950,3306
675781562965868544,1583,452
675740360753160193,1129,328
675710890956750848,1828,788
675707330206547968,1910,658
675706639471788032,626,91
675534494439489536,1775,397
675531475945709568,1149,369
675522403582218240,1010,277
675517828909424640,1249,451
675501075957489664,16627,5632
675497103322386432,3033,1242
675489971617296384,1254,573
675483430902214656,1786,945
675432746517426176,1471,551
675372240448454658,1630,499
675362609739206656,1022,222
675354435921575936,31453,16181
675349384339542016,3790,2187
675334060156301312,2674,1240
675166823650848770,3453,1529
675153376133427200,6033,2480
675149409102012420,3625,1623
675147105808306176,911,222
675146535592706048,1141,285
675145476954566656,2059,859
675135153782571009,1263,464
675113801096802304,1879,758
675111688094527488,926,242
675109292475830276,2703,1092
675047298674663426,1031,308
675015141583413248,2610,1138
675006312288268288,944,213
675003128568291329,1504,447
674999807681908736,2165,1065
674805413498527744,832,342
674800520222154752,2906,819
674793399141146624,2419,1046
674790488185167872,1064,241
674788554665512960,786,203
674781762103414784,1938,1148
674774481756377088,1073,452
674767892831932416,1757,751
674764817387900928,766,229
674754018082705410,1319,425
674752233200820224,1414,447
674743008475090944,1349,527
674742531037511680,467,49
674739953134403584,1061,373
674737130913071104,621,84
674690135443775488,1105,454
674670581682434048,1550,619
674664755118911488,883,238
674646392044941312,1379,472
674644256330530816,996,259
674638615994089473,1631,559
674632714662858753,1451,551
674606911342424069,904,93
674468880899788800,5991,1944
674447403907457024,1027,345
674436901579923456,1073,369
674422304705744896,1375,521
674416750885273600,666,131
674410619106390016,1157,441
674394782723014656,1461,550
674372068062928900,822,303
674330906434379776,545,72
674318007229923329,1357,499
674307341513269249,10931,6665
674291837063053312,14132,5607
674271431610523648,1509,701
674269164442398721,879,221
674265582246694913,1576,806
674262580978937856,1259,432
674255168825880576,1406,519
674082852460433408,734,161
674075285688614912,956,271
674063288070742018,6128,2095
674053186244734976,3165,1236
674051556661161984,1396,468
674045139690631169,1348,612
674042553264685056,690,121
674038233588723717,1065,401
674036086168010753,821,196
674024893172875264,1709,1172
674019345211760640,1084,290
674014384960745472,1499,608
674008982932058114,1150,339
673956914389192708,1877,913
673919437611909120,1122,353
673906403526995968,3047,1556
673887867907739649,905,242
673716320723169284,2962,715
673715861853720576,3406,1969
673711475735838725,1000,285
673709992831262724,803,258
673708611235921920,1032,273
673707060090052608,1060,374
673705679337693185,1212,390
673700254269775872,1373,540
673697980713705472,3805,1876
673689733134946305,1668,615
673688752737402881,1211,473
673686845050527744,1378,412
673680198160809984,1315,440
673662677122719744,1201,349
673656262056419329,692,224
673636718965334016,1057,344
673612854080196609,1534,686
673583129559498752,1146,341
673580926094458881,800,263
673576835670777856,1333,539
673363615379013632,986,290
673359818736984064,1390,641
673355879178194945,1443,545
673352124999274496,1596,513
673350198937153538,721,198
673345638550134785,2412,1200
673343217010679808,928,258
673342308415348736,1216,545
673320132811366400,12878,7496
673317986296586240,844,244
673295268553605120,7200,3022
673270968295534593,1033,346
673240798075449344,1367,685
673213039743795200,2149,800
673148804208660480,1626,594
672997845381865473,1890,677
672995267319328768,910,273
672988786805112832,949,272
672984142909456390,1205,516
672980819271634944,1748,960
672975131468300288,1604,859
672970152493887488,912,340
672968025906282496,1270,516
672964561327235073,1368,614
672902681409806336,1312,467
672898206762672129,865,403
672884426393653248,1482,802
672877615439593473,993,332
672834301050937345,1258,537
672828477930868736,1201,463
672640509974827008,940,300
672622327801233409,1240,463
672614745925664768,1177,552
672609152938721280,1067,372
672604026190569472,1063,381
672594978741354496,1279,586
672591762242805761,915,321
672591271085670400,694,177
672538107540070400,991,345
672523490734551040,604,160
672488522314567680,1065,412
672482722825261057,1080,568
672481316919734272,690,123
672475084225949696,1389,666
672466075045466113,1299,506
672272411274932228,6174,3196
672267570918129665,1424,588
672264251789176834,1088,321
672256522047614977,2704,1463
672254177670729728,1376,705
672248013293752320,1666,570
672245253877968896,656,147
672239279297454080,861,306
672231046314901505,1746,957
672222792075620352,756,202
672205392827572224,2164,1094
672169685991993344,979,350
672160042234327040,839,339
672139350159835138,1666,656
672125275208069120,2288,1084
672095186491711488,957,352
672082170312290304,905,346
672068090318987265,1240,486
671896809300709376,8139,3975
671891728106971137,1259,543
671882082306625538,3308,1318
671879137494245376,1350,633
671874878652489728,1198,523
671866342182637568,1075,469
671855973984772097,864,415
671789708968640512,6753,3290
671768281401958400,1150,470
671763349865160704,1601,853
671744970634719232,1295,720
671743150407421952,722,226
671735591348891648,1385,717
671729906628341761,8115,4128
671561002136281088,12208,6868
671550332464455680,868,199
671547767500775424,1291,560
671544874165002241,1874,998
671542985629241344,1043,536
671538301157904385,893,368
671536543010570240,1115,385
671533943490011136,979,548
671528761649688577,805,246
671520732782923777,1337,501
671518598289059840,911,283
671511350426865664,1526,670
671504605491109889,6677,3371
671497587707535361,884,424
671488513339211776,957,453
671486386088865792,556,184
671485057807351808,729,222
671390180817915904,1379,708
671362598324076544,1059,286
671357843010908160,384,146
671355857343524864,465,113
671347597085433856,918,406
671186162933985280,700,197
671182547775299584,1074,320
671166507850801152,836,327
671163268581498880,1570,1037
671159727754231808,352,76
671154572044468225,682,206
671151324042559489,638,143
671147085991960577,640,202
671141549288370177,1099,621
671138694582165504,880,376
671134062904504320,714,181
671122204919246848,3329,2377
671115716440031232,1304,738
671109016219725825,1096,413
670995969505435648,1062,279
670842764863651840,23580,8246
670840546554966016,562,183
670838202509447168,1059,656
670833812859932673,421,115
670832455012716544,699,206
670826280409919488,5276,3855
670823764196741120,741,176
670822709593571328,581,91
670815497391357952,3034,1459
670811965569282048,1076,256
670807719151067136,1116,464
670804601705242624,1873,910
670803562457407488,329,84
670797304698376195,706,223
670792680469889025,788,260
670789397210615808,632,224
670786190031921152,573,192
670783437142401025,790,365
670782429121134593,1483,730
670780561024270336,760,274
670778058496974848,319,70
670764103623966721,1037,400
670755717859713024,424,101
670733412878163972,915,487
670727704916926465,798,338
670717338665226240,1140,458
670704688707301377,737,353
670691627984359425,564,231
670679630144274432,718,269
670676092097810432,237,39
670668383499735048,10195,4748
670474236058800128,1447,703
670468609693655041,341,82
670465786746662913,932,515
670452855871037440,528,194
670449342516494336,1151,617
670444955656130560,6427,1882
670442337873600512,621,189
670435821946826752,1011,486
670434127938719744,1345,614
670433248821026816,316,106
670428280563085312,1321,585
670427002554466305,498,150
670421925039075328,1248,601
670420569653809152,593,298
670417414769758208,546,305
670411370698022913,1930,844
670408998013820928,531,208
670403879788544000,408,144
670385711116361728,541,192
670374371102445568,717,253
670361874861563904,316,61
670338931251150849,407,101
670319130621435904,3720,1154
670303360680108032,416,123
670290420111441920,666,269
670093938074779648,986,316
670086499208155136,668,240
670079681849372674,2117,1158
670073503555706880,1489,747
670069087419133954,596,225
670061506722140161,730,314
670055038660800512,636,308
670046952931721218,618,162
670040295598354432,718,105
670037189829525505,568,258
670003130994700288,317,85
669993076832759809,311,79
669972011175813120,423,148
669970042633789440,289,54
669942763794931712,482,150
669926384437997569,361,92
669923323644657664,224,53
669753178989142016,772,375
669749430875258880,253,63
669684865554620416,492,86
669683899023405056,370,102
669682095984410625,339,128
669680153564442624,640,268
669661792646373376,774,410
669625907762618368,3359,1709
669603084620980224,912,341
669597912108789760,491,142
669583744538451968,1425,872
669573570759163904,418,131
669571471778410496,1520,962
669567591774625800,226,52
669564461267722241,373,116
669393256313184256,344,69
669375718304980992,1268,688
669371483794317312,475,168
669367896104181761,440,142
669363888236994561,596,215
669359674819481600,354,113
669354382627049472,2569,1213
669353438988365824,601,245
669351434509529089,413,170
669328503091937280,973,396
669327207240699904,550,114
669324657376567296,476,196
669216679721873412,1145,384
669214165781868544,419,150
669203728096960512,957,442
669037058363662336,627,295
669015743032369152,711,352
669006782128353280,554,230
669000397445533696,19977,6033
668994913074286592,423,211
668992363537309700,716,320
668989615043424256,641,312
668988183816871936,865,438
668986018524233728,528,155
668981893510119424,516,284
668979806671884288,765,329
668975677807423489,1245,551
668967877119254528,139,21
668960084974809088,671,230
668955713004314625,264,67
668932921458302977,250,54
668902994700836864,303,94
668892474547511297,384,140
668872652652679168,506,286
668852170888998912,432,151
668826086256599040,418,126
668815180734689280,536,248
668779399630725120,677,349
668655139528511488,499,206
668645506898350081,833,502
668643542311546881,835,501
668641109086707712,1018,511
668636665813057536,994,465
668633411083464705,2670,1518
668631377374486528,678,301
668627278264475648,300,108
668625577880875008,365,121
668623201287675904,1360,711
668620235289837568,190,38
668614819948453888,588,300
668587383441514497,1588,1013
668567822092664832,230,49
668544745690562560,489,215
668542336805281792,431,200
668537837512433665,242,67
668528771708952576,441,210
668507509523615744,311,98
668496999348633600,391,124
668484198282485761,408,220
668480044826800133,435,139
668466899341221888,852,484
668297328638447616,600,281
668291999406125056,231,29
668286279830867968,480,129
668274247790391296,783,222
668268907921326080,531,222
668256321989451776,1232,569
668248472370458624,922,453
668237644992782336,5896,2680
668226093875376128,284,96
668221241640230912,493,186
668204964695683073,533,184
668190681446379520,615,190
668171859951755264,464,183
668154635664932864,474,294
668142349051129856,549,264
668113020489474048,639,222
667937095915278337,1190,753
667924896115245057,280,108
667915453470232577,199,53
667911425562669056,470,282
667902449697558528,818,359
667886921285246976,1777,1016
667885044254572545,779,447
667878741721415682,375,112
667873844930215936,597,383
667866724293877760,2885,977
667861340749471744,231,74
667832474953625600,283,59
667806454573760512,1009,463
667801013445750784,313,92
667793409583771648,669,311
667782464991965184,395,233
667773195014021121,223,52
667766675769573376,419,204
667728196545200128,363,143
667724302356258817,459,305
667550904950915073,0,32
667550882905632768,0,32
667549055577362432,5499,2125
667546741521195010,325,115
667544320556335104,816,494
667538891197542400,195,61
667534815156183040,780,494
667530908589760512,446,224
667524857454854144,1611,1055
667517642048163840,350,181
667509364010450944,6468,2009
667502640335572993,512,211
667495797102141441,498,251
667491009379606528,499,211
