tweet_id,favorites,retweet_count
786664955043049472,10732,2591
786595970293370880,9565,3158
786363235746385920,11018,3554
786286427768250368,8067,2884
786233965241827333,15439,4798
786051337297522688,1437,156
786036967502913536,0,7105
785927819176054784,11524,3232
785872687017132033,6777,1835
785639753186217984,7936,2263
785533386513321988,9232,2022
785515384317313025,6189,1278
785264754247995392,7347,1653
785170936622350336,12169,4888
784826020293709826,10223,3281
784517518371221505,9073,2568
784431430411685888,5769,1285
784183165795655680,20289,8147
784057939640352768,30083,11248
783839966405230592,30366,10894
783821107061198850,7433,1996
783695101801398276,10571,3252
783466772167098368,8551,2274
783391753726550016,17057,5540
783347506784731136,0,5607
783334639985389568,29444,11807
783085703974514689,8228,2227
782969140009107456,24357,7461
782747134529531904,7541,1423
782722598790725632,17436,5449
782598640137187329,7870,1893
782305867769217024,16805,5621
782021823840026624,0,6264
781955203444699136,11233,3405
781661882474196992,10522,2741
781655249211752448,4028,1142
781524693396357120,20927,5616
781308096455073793,7203,2576
781251288990355457,8525,2095
781163403222056960,9895,2768
780931614150983680,21815,7391
780858289093574656,7248,2035
780800785462489090,5535,1313
780601303617732608,12221,3378
780543529827336192,6361,1755
780496263422808064,0,3724
780476555013349377,0,114
780459368902959104,5344,1087
780192070812196864,8784,2257
780092040432480260,0,2320
780074436359819264,12276,5016
779834332596887552,19060,7105
779377524342161408,8873,3134
779124354206535695,0,18437
779056095788752897,14875,4573
778990705243029504,20128,7252
778774459159379968,0,9971
778764940568104960,873,366
778748913645780993,6946,1322
778650543019483137,5820,1510
778624900596654080,4669,1017
778408200802557953,13713,4358
778396591732486144,0,12323
778383385161035776,5883,1109
778286810187399168,10445,3320
778039087836069888,8562,2662
778027034220126208,6590,1624
777953400541634568,0,3556
777885040357281792,6386,1637
777684233540206592,11298,2958
777641927919427584,0,4256
777621514455814149,8801,2519
777189768882946048,14376,4333
776819012571455488,0,13778
776813020089548800,4915,1215
776477788987613185,8873,2799
776249906839351296,0,9190
776218204058357768,30088,15966
776201521193218049,9676,2533
776113305656188928,11841,4386
776088319444877312,1855,152
775898661951791106,0,16625
775842724423557120,11776,2670
775733305207554048,13948,4007
775729183532220416,13067,4624
775364825476165632,7444,2990
775350846108426240,10229,3930
775085132600442880,15641,4764
774757898236878852,8644,1793
774639387460112384,6766,1743
774314403806253056,21889,5552
773985732834758656,10779,3885
773922284943896577,6433,1758
773704687002451968,6635,1639
773670353721753600,5378,1315
773547596996571136,22221,6199
773336787167145985,0,5110
773308824254029826,23415,7511
773247561583001600,9517,3271
773191612633579521,10049,4157
772877495989305348,8602,3893
772826264096874500,8099,2360
772615324260794368,0,3397
772581559778025472,6534,1704
772193107915964416,6076,1397
772152991789019136,3819,1136
772117678702071809,3795,744
772114945936949249,2739,471
772102971039580160,4017,947
771908950375665664,6620,1914
771770456517009408,12051,3398
771500966810099713,8295,2626
771380798096281600,10524,5110
771171053431250945,0,7496
771136648247640064,9192,2934
771102124360998913,6263,1450
771014301343748096,6890,1666
770787852854652928,4945,1204
770772759874076672,5190,1420
770655142660169732,7360,1774
770414278348247044,6349,2106
770293558247038976,6268,1484
770093767776997377,0,3064
770069151037685760,7624,2308
769940425801170949,31468,9611
769695466921623552,6436,1689
769335591808995329,0,7758
769212283578875904,5413,1729
768970937022709760,14394,6534
768909767477751808,0,2681
768855141948723200,4213,894
768609597686943744,4138,1206
768596291618299904,5051,1288
768554158521745409,0,5866
768473857036525572,13664,3443
768193404517830656,10889,3556
767884188863397888,4754,1386
767754930266464257,16051,5407
767500508068192258,7525,2342
767191397493538821,12348,3772
767122157629476866,10199,2863
766864461642756096,0,5641
766793450729734144,5081,1358
766714921925144576,2619,380
766693177336135680,4024,797
766423258543644672,6012,1592
766313316352462849,6810,1890
766078092750233600,0,2631
766069199026450432,4234,853
766008592277377025,3747,500
765719909049503744,7247,2157
765669560888528897,5200,1224
765395769549590528,26660,3389
765371061932261376,7080,2168
765222098633691136,11641,3397
764857477905154048,6457,1779
764259802650378240,6027,1501
763956972077010945,759,54
763837565564780549,12592,4166
763183847194451968,5390,1472
763167063695355904,0,3022
763103485927849985,7367,2297
762699858130116608,12147,3621
762471784394268675,11233,6418
762464539388485633,10311,4179
762316489655476224,4810,1125
762035686371364864,31886,15558
761976711479193600,5405,2007
761750502866649088,0,3921
761745352076779520,4278,864
761672994376806400,49522,29118
761599872357261312,4120,1191
761371037149827077,0,18065
761334018830917632,5196,1451
761292947749015552,4492,1087
761227390836215808,5325,1565
761004547850530816,11334,3474
760893934457552897,3818,978
760656994973933572,6587,1907
760641137271070720,4980,1296
760539183865880579,7565,3619
760521673607086080,4222,1386
760290219849637889,26782,11488
760252756032651264,3950,868
760190180481531904,5703,1803
760153949710192640,0,31
759943073749200896,5942,2081
759923798737051648,14675,5641
759846353224826880,6741,1967
759793422261743616,5957,1909
759557299618865152,4697,1183
759447681597108224,8488,2452
759446261539934208,1672,488
759197388317847553,6076,1945
759159934323924993,0,1154
759099523532779520,14506,4167
759047813560868866,6480,2009
758854675097526272,3546,894
758828659922702336,11206,3825
758740312047005698,5731,1612
758474966123810816,3799,999
758467244762497024,4774,2208
758405701903519748,5214,1908
758355060040593408,3389,1067
758099635764359168,19038,9971
758041019896193024,2699,374
757741869644341248,6864,3241
757729163776290825,0,7910
757725642876129280,4538,1210
757611664640446465,4559,1107
757597904299253760,0,300
757596066325864448,4328,1054
757400162377592832,15114,6843
757393109802180609,5803,1732
757354760399941633,4513,1418
756998049151549440,6278,1981
756939218950160384,6640,2001
756651752796094464,5039,1301
756526248105566208,10398,3574
756303284449767430,3923,1090
756288534030475264,43914,17671
756275833623502848,6397,1528
755955933503782912,7310,2872
755206590534418437,16409,5350
755110668769038337,21158,11055
754874841593970688,0,7882
754856583969079297,6891,2513
754747087846248448,2585,518
754482103782404096,5276,1949
754449512966619136,3747,730
754120377874386944,7863,2355
753655901052166144,5828,2163
753420520834629632,7884,3557
753398408988139520,5741,1895
753375668877008896,7620,2320
753298634498793472,0,5683
753294487569522689,3362,1036
753039830821511168,37025,20795
753026973505581056,3912,962
752932432744185856,12597,6842
752917284578922496,6919,1570
752701944171524096,0,2849
752682090207055872,5988,1587
752660715232722944,4368,1550
752568224206688256,5478,2274
752519690950500352,7349,3428
752334515931054080,3802,1090
752309394570878976,0,16181
752173152931807232,5954,1831
751950017322246144,3050,910
751937170840121344,5176,1326
751830394383790080,5796,1938
751793661361422336,5807,2887
751598357617971201,7893,3028
751583847268179968,4378,1096
751538714308972544,5022,1258
751456908746354688,3205,995
751251247299190784,12464,5852
751205363882532864,6303,1805
751132876104687617,5052,1293
750868782890057730,4769,1355
750719632563142656,13127,5014
750506206503038976,4423,1137
750429297815552001,13124,4256
750383411068534784,4538,1146
750381685133418496,692,27
750147208377409536,3091,957
750132105863102464,3600,1291
750117059602808832,4315,1302
750101899009982464,3032,837
750086836815486976,2163,529
750071704093859840,7808,3317
750056684286914561,3150,893
750041628174217216,3170,611
750026558547456000,2712,788
750011400160841729,3236,905
749996283729883136,3060,811
749981277374128128,5101,2452
749774190421639168,4644,1308
749417653287129088,6091,1630
749403093750648834,2613,530
749395845976588288,8522,3416
749317047558017024,5480,2220
749075273010798592,5726,2062
749064354620928000,4787,1510
749036806121881602,3082,789
748977405889503236,10716,3380
748932637671223296,5782,2230
748705597323898880,2770,944
748699167502000129,4723,1575
748692773788876800,4228,1322
748575535303884801,6034,1961
748568946752774144,2189,666
748346686624440324,5194,1221
748337862848962560,7591,4074
748324050481647620,3665,752
748307329658011649,3650,704
748220828303695873,14043,7727
747963614829678593,5738,2127
747933425676525569,6560,2516
747885874273214464,2922,967
747844099428986880,2805,746
747816857231626240,4820,1150
747651430853525504,1375,153
747648653817413632,12811,5799
747600769478692864,2309,552
747594051852075008,3655,1050
747512671126323200,5503,1595
747461612269887489,3842,1033
747439450712596480,5381,1899
747242308580548608,0,2885
747219827526344708,5226,1550
747204161125646336,3355,915
747103485104099331,9497,3934
746906459439529985,2877,294
746872823977771008,5940,2115
746818907684614144,5286,1725
746790600704425984,4835,1590
746757706116112384,9513,3878
746726898085036033,6009,1781
746542875601690625,5001,1865
746521445350707200,0,977
746507379341139972,4619,1075
746369468511756288,6143,1616
746131877086527488,6866,2180
746056683365994496,3530,803
745789745784041472,3987,1057
745712589599014916,6961,2307
745433870967832576,7029,2511
745422732645535745,8500,2419
745314880350101504,7126,2727
745074613265149952,7774,3457
745057283344719872,7204,2240
744995568523612160,2950,611
744971049620602880,7815,2658
744709971296780288,5567,1552
744334592493166593,6734,2086
744234799360020481,155136,77112
744223424764059648,1650,360
743980027717509120,4135,1083
743895849529389061,3621,955
743835915802583040,0,2051
743609206067040256,4430,1370
743595368194129920,18210,6465
743545585370791937,3502,933
743510151680958465,7867,3704
743253157753532416,4193,1214
743222593470234624,6152,1893
743210557239623680,3804,1345
742534281772302336,7006,3535
742528092657332225,4371,1947
742465774154047488,7196,3884
742423170473463808,9729,3724
742385895052087300,6732,1946
742161199639494656,4300,1351
742150209887731712,5069,1528
741793263812808706,4500,1497
741743634094141440,8100,2721
741438259667034112,3653,821
741303864243200000,8699,3164
741099773336379392,9885,5453
741067306818797568,9426,3064
740995100998766593,6300,2706
740711788199743490,3370,925
740699697422163968,2819,772
740676976021798912,18005,6750
740373189193256964,34693,13164
740365076218183684,2435,426
740359016048689152,3264,853
740214038584557568,6624,1943
739979191639244800,19761,5866
739932936087216128,4013,1063
739844404073074688,3765,848
739623569819336705,3735,1336
739606147276148736,5336,1636
739544079319588864,39104,20986
739485634323156992,7080,2894
739238157791694849,114660,57266
738891149612572673,109,6
738885046782832640,3732,1129
738883359779196928,3268,782
738537504001953792,5027,1517
738402415918125056,3217,818
738184450748633089,4271,1197
738166403467907072,8679,3311
738156290900254721,2476,632
737826014890496000,5212,1746
737800304142471168,9882,3421
737678689543020544,4986,1296
737445876994609152,10136,4406
737322739594330112,3560,804
737310737551491075,14488,7320
736736130620620800,4205,1703
736392552031657984,17495,7275
736365877722001409,3923,1227
736225175608430592,8022,2742
736010884653420544,7799,2942
735991953473572864,3552,1134
735648611367784448,3983,1086
735635087207878657,6089,2320
735274964362878976,12860,4968
735256018284875776,3285,868
735137028879360001,3091,961
734912297295085568,2720,520
734787690684657664,12372,6202
734776360183431168,2469,532
734559631394082816,1463,391
733828123016450049,3532,771
733822306246479872,3620,1009
733482008106668032,3096,938
733460102733135873,4139,1265
733109485275860992,49603,16625
732732193018155009,2400,528
732726085725589504,3505,879
732585889486888962,3615,768
732375214819057664,7968,2478
732005617171337216,14697,5320
